RES_ID,RESPONSE,LABEL,RESPONSE_CLN,RESPONSE_CLN2,count_word,count_word_cln,count_word_cln2,avg_word_length,avg_word_length_cln,is_sumbang,is_kerja,is_upaya,is_memilih,is_pabrik,is_membantu,is_orang,is_pekerja,is_produksi,is_menyumbang,is_beretika,is_layak,is_pakaian,is_konsumen,is_pahala,is_kondisi,is_membutuhkan,is_karena,count_stopwords,count_topwords,RESPOND_USED
TRB131,karena barang yang tidak layak di pakai seharusnya di sumbangkan untuk diamalkan kepada orang yang lebih membutuhkan,0,barang layak pakai sumbangkan diamalkan orang membutuhkan,karena barang yang tidak layak pakai seharusnya sumbangkan untuk diamalkan kepada orang yang lebih membutuhkan,17,7,15,5.882352941176471,7.285714285714286,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,10,3,karena barang yang tidak layak pakai seharusnya sumbangkan untuk diamalkan kepada orang yang lebih membutuhkan
TRB132,KARENA MENYUMBANG ADALAH HAL YANG SANGAT BAIK,1,menyumbang,karena menyumbang adalah yang sangat baik,7,1,6,5.571428571428571,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,karena menyumbang adalah yang sangat baik 0 0 0 0 0 0 0 0 0
TRB133,fashion adalah produksi pakaian untuk memenuhi tren fashion cepat berubah,0,fashion produksi pakaian memenuhi tren fashion cepat berubah,fashion adalah produksi pakaian untuk memenuhi tren fashion cepat berubah,10,8,10,6.4,6.625,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,fashion adalah produksi pakaian untuk memenuhi tren fashion cepat berubah 0 0 0 0 0
TRB134,Karena dengan menyumbangkan uang akan menurangi pakaian fast fashion dan meningkatkan pakaian beretika.,1,menyumbangkan uang menurangi pakaian fast fashion meningkatkan pakaian beretika,karena dengan menyumbangkan uang akan menurangi pakaian fast fashion meningkatkan pakaian beretika,13,9,12,7.0,7.888888888888889,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,4,2,karena dengan menyumbangkan uang akan menurangi pakaian fast fashion meningkatkan pakaian beretika 0 0 0
TRB135,mungkin karna kondisi pabrik yang kurang mendukung atau kondisi perkerja yang kasihan,0,kondisi pabrik mendukung kondisi perkerja kasihan,mungkin karna kondisi pabrik yang kurang mendukung atau kondisi perkerja yang kasihan,12,6,12,6.166666666666667,7.333333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,mungkin karna kondisi pabrik yang kurang mendukung atau kondisi perkerja yang kasihan 0 0 0
TRB136,karena konsumen tidak tega melihat pekerja yang bekerja keras dengan gaji rendah,1,konsumen tega pekerja keras gaji rendah,karena konsumen tidak tega melihat pekerja yang bekerja keras dengan gaji rendah,12,6,12,5.75,5.666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,2,karena konsumen tidak tega melihat pekerja yang bekerja keras dengan gaji rendah 0 0 0
TRB137,karna kaus yang di tawarkan oleh produsen belum banyak diminati oleh pembeli,0,kaus tawarkan produsen diminati pembeli,karna kaus yang tawarkan oleh produsen belum banyak diminati oleh pembeli,12,5,11,5.416666666666667,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,karna kaus yang tawarkan oleh produsen belum banyak diminati oleh pembeli 0 0 0 0
TRB138,karena menyumbang bagian dari amal,0,menyumbang amal,karena menyumbang bagian dari amal,5,2,5,6.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,karena menyumbang bagian dari amal 0 0 0 0 0 0 0 0 0 0
TRB139,sebab untuk membantu produktivitas suatu pabrik,1,membantu produktivitas pabrik,sebab untuk membantu produktivitas suatu pabrik,6,3,6,7.0,9.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,sebab untuk membantu produktivitas suatu pabrik 0 0 0 0 0 0 0 0 0
TRB140,karena pakaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru.,1,pakaian pakaian murah bertahan konsumen cepat menggantinya mode terbaru,karena pakaian pakaian biasanya murah tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru,17,9,16,6.705882352941177,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,9,1,karena pakaian pakaian biasanya murah tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode
TRB141,karena akan sayang kalo di buang begitu saja . lebih baik di kasih kepada orang yang membutuhkan,0,sayang kalo buang kasih orang membutuhkan,karena akan sayang kalo buang begitu saja lebih baik kasih kepada orang yang membutuhkan,17,6,14,4.705882352941177,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,2,karena akan sayang kalo buang begitu saja lebih baik kasih kepada orang yang membutuhkan 0
TRB142,karena menyumabng adalah perbuatan yang terpuji dan dapat membantu kita untuk mendapat pakaian yang beretika karena semua bahan untuk memproduksi terpenuhi dari hasil kita menyumbang,1,menyumabng perbuatan terpuji membantu pakaian beretika bahan memproduksi terpenuhi hasil menyumbang,karena menyumabng adalah perbuatan yang terpuji dapat membantu kita untuk mendapat pakaian yang beretika karena semua bahan untuk memproduksi terpenuhi dari hasil kita menyumbang,25,11,24,6.32,8.090909090909092,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,2,14,4,karena menyumabng adalah perbuatan yang terpuji dapat membantu kita untuk mendapat pakaian yang beretika karena
TRB143,supaya bisa mengurangi pakaian yang berakhir ditempat pembuangan sampah.,1,mengurangi pakaian ditempat pembuangan sampah,supaya bisa mengurangi pakaian yang berakhir ditempat pembuangan sampah,9,5,9,7.111111111111111,8.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,supaya bisa mengurangi pakaian yang berakhir ditempat pembuangan sampah 0 0 0 0 0 0
TRB144,pakaian awet adalah alternatif terhadap fast fashion,0,pakaian awet alternatif fast fashion,pakaian awet adalah alternatif terhadap fast fashion,7,5,7,6.571428571428571,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,pakaian awet adalah alternatif terhadap fast fashion 0 0 0 0 0 0 0 0
TRB145,karena lebih bermanfaat.,1,bermanfaat,karena lebih bermanfaat,3,1,3,7.333333333333333,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,karena lebih bermanfaat 0 0 0 0 0 0 0 0 0 0 0 0
TRB146,Dikarenakan sembilan dari sepuluh konsumen tersebut menyadari akan betapa buruknya akibat dari pakaian yang tidak memenuhi etika.,1,sembilan sepuluh konsumen menyadari betapa buruknya akibat pakaian memenuhi etika,dikarenakan sembilan dari sepuluh konsumen tersebut menyadari akan betapa buruknya akibat dari pakaian yang tidak memenuhi etika,17,10,17,6.647058823529412,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,2,dikarenakan sembilan dari sepuluh konsumen tersebut menyadari akan betapa buruknya akibat dari pakaian yang tidak
TRB147,"? karena,jika mereka menyumbangkan 2 euro untuk membuat produksi pakaian menjadi lebih beretika,maka pembuatannnya makin banyak sehingga biayanya yang mahal akan menjadi murah",0,menyumbangkan euro produksi pakaian beretika pembuatannnya biayanya mahal murah,karena jika mereka menyumbangkan euro untuk membuat produksi pakaian menjadi lebih beretika maka pembuatannnya makin banyak sehingga biayanya yang mahal akan menjadi murah,23,9,23,6.6521739130434785,7.888888888888889,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,11,2,karena jika mereka menyumbangkan euro untuk membuat produksi pakaian menjadi lebih beretika maka pembuatannnya makin
TRB148,karena jika konsumen tersebut membelinya akan menambah sampah lingkungan,1,konsumen membelinya menambah sampah lingkungan,karena jika konsumen tersebut membelinya akan menambah sampah lingkungan,9,5,9,7.111111111111111,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,karena jika konsumen tersebut membelinya akan menambah sampah lingkungan 0 0 0 0 0 0
TRB149,karena mereka atau konsumen yang membeli melihat langsung tentang kondisi kerja disebuah pabrik pakaian dan ternyata hasilnya mengejutkan dikarenakan konsumen melihat pabrik membuat pakaian yang kurang berateka,1,konsumen membeli langsung kondisi kerja disebuah pabrik pakaian hasilnya mengejutkan konsumen pabrik pakaian berateka,karena mereka atau konsumen yang membeli melihat langsung tentang kondisi kerja disebuah pabrik pakaian ternyata hasilnya mengejutkan dikarenakan konsumen melihat pabrik membuat pakaian yang kurang berateka,27,14,26,6.814814814814815,7.428571428571429,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,13,8,karena mereka atau konsumen yang membeli melihat langsung tentang kondisi kerja disebuah pabrik pakaian ternyata
TRB150,karena dengan menyumbangkan uang sebanyak 2 Euro tersebut konsumen akan mendapatkan pakaian yang lebih beretika,1,menyumbangkan uang euro konsumen pakaian beretika,karena dengan menyumbangkan uang sebanyak euro tersebut konsumen akan mendapatkan pakaian yang lebih beretika,15,6,14,6.466666666666667,7.333333333333333,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,8,3,karena dengan menyumbangkan uang sebanyak euro tersebut konsumen akan mendapatkan pakaian yang lebih beretika 0
TRB151,karena menurut mereka tempat pembuatanya atau cara kerja mereka kurang baik.,1,pembuatanya kerja,karena menurut mereka tempat pembuatanya atau cara kerja mereka kurang baik,11,2,11,6.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,karena menurut mereka tempat pembuatanya atau cara kerja mereka kurang baik 0 0 0 0
TRB152,karena terlalu banyaknya pakaian yang sudah di beli,1,banyaknya pakaian beli,karena terlalu banyaknya pakaian yang sudah beli,8,3,7,5.5,6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,karena terlalu banyaknya pakaian yang sudah beli 0 0 0 0 0 0 0 0
TRB153,karena dengan cara menyumbang itu bisa membuat produksi pakaian menjadi lebih beretika,1,menyumbang produksi pakaian beretika,karena dengan cara menyumbang bisa membuat produksi pakaian menjadi lebih beretika,12,4,11,6.25,8.25,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,8,4,karena dengan cara menyumbang bisa membuat produksi pakaian menjadi lebih beretika 0 0 0 0
TRB154,untuk membantu orang yang membutuhkan,1,membantu orang membutuhkan,untuk membantu orang yang membutuhkan,5,3,5,6.6,8.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,3,untuk membantu orang yang membutuhkan 0 0 0 0 0 0 0 0 0 0
TRB155,KARNA MEREKA SANGAT MENYUKAI KAUS PUTIH TERSEBUT,0,menyukai kaus putih,karna mereka sangat menyukai kaus putih tersebut,7,3,7,6.0,5.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,karna mereka sangat menyukai kaus putih tersebut 0 0 0 0 0 0 0 0
TRB156,"Karenam sebelum sebuah kaus diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian.",1,karenam kaus konsumen layar menampilkan gambar mengejutkan kondisi kerja pabrik pakaian,karenam sebelum sebuah kaus diberikan kepada konsumen layar menampilkan gambar yang mengejutkan tentang kondisi kerja sebuah pabrik pakaian,19,11,18,6.631578947368421,7.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,8,3,karenam sebelum sebuah kaus diberikan kepada konsumen layar menampilkan gambar yang mengejutkan tentang kondisi kerja
TRB157,"Sebagai bagian dari eksperiman, sebuah mesin penjual di Berlin menawarkan kaus putih seharga 2 Euro (atau sekitar Rp30.000). Sebelum sebuah kaus diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian.  karena pakaian itu dibuat untuk bertahan lebih lama, maka yang dibuat pun menjadi lebih sedikit. Kita sebagai konsumen harus menolak tren Fast Fashion dan membeli pakaian yang lebih awet dan dibuat sesuai etik",1,eksperiman mesin penjual berlin menawarkan kaus putih seharga euro kaus konsumen layar menampilkan gambar mengejutkan kondisi kerja pabrik pakaian pakaian bertahan konsumen menolak tren fast fashion membeli pakaian awet sesuai etik,sebagai bagian dari eksperiman sebuah mesin penjual berlin menawarkan kaus putih seharga euro atau sekitar sebelum sebuah kaus diberikan kepada konsumen layar menampilkan gambar yang mengejutkan tentang kondisi kerja sebuah pabrik pakaian karena pakaian dibuat untuk bertahan lebih lama maka yang dibuat menjadi lebih sedikit kita sebagai konsumen harus menolak tren fast fashion membeli pakaian yang lebih awet dibuat sesuai etik,70,31,61,5.757142857142857,6.483870967741935,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,33,6,sebagai bagian dari eksperiman sebuah mesin penjual berlin menawarkan kaus putih seharga euro atau sekitar
TRB158,Karena 2 euro sama dengan harga sebuah kaus putih,0,euro harga kaus putih,karena euro sama dengan harga sebuah kaus putih,9,4,8,4.555555555555555,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,karena euro sama dengan harga sebuah kaus putih 0 0 0 0 0 0 0
TRB159,krena menyun bang itu berpahala,1,krena menyun bang berpahala,krena menyun bang berpahala,5,4,4,5.4,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,krena menyun bang berpahala 0 0 0 0 0 0 0 0 0 0 0
TRB160,karena kondisi kerja pabrik iyu bagus,0,kondisi kerja pabrik iyu bagus,karena kondisi kerja pabrik bagus,6,5,5,5.333333333333333,5.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,karena kondisi kerja pabrik bagus 0 0 0 0 0 0 0 0 0 0
TRB161,"karena menyumbang merupakan suatu bentuk mengamal, menyumbang dalam ajaran agaama yaitu memberi kepada orang yang membutuhkan . itu merupakan suatu tindakan yang terpuji",1,menyumbang bentuk mengamal menyumbang ajaran agaama orang membutuhkan tindakan terpuji,karena menyumbang merupakan suatu bentuk mengamal menyumbang dalam ajaran agaama yaitu memberi kepada orang yang membutuhkan merupakan suatu tindakan yang terpuji,23,10,21,6.391304347826087,7.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,12,4,karena menyumbang merupakan suatu bentuk mengamal menyumbang dalam ajaran agaama yaitu memberi kepada orang yang
TRB162,Karna itu merupakan infestasi,0,infestasi,karna merupakan infestasi,4,1,3,6.5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,karna merupakan infestasi 0 0 0 0 0 0 0 0 0 0 0 0
TRB163,karana dengan menyumbang kita bisa membuat produksi pakain menjadi lebih beretika,0,menyumbang produksi pakain beretika,karana dengan menyumbang kita bisa membuat produksi pakain menjadi lebih beretika,11,4,11,6.454545454545454,8.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,7,3,karana dengan menyumbang kita bisa membuat produksi pakain menjadi lebih beretika 0 0 0 0
TRB164,karena kondisi di sebuah pabrik yg mengejutkan.,0,kondisi pabrik mengejutkan,karena kondisi sebuah pabrik mengejutkan,7,3,5,5.857142857142857,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,karena kondisi sebuah pabrik mengejutkan 0 0 0 0 0 0 0 0 0 0
TRB165,"karna lebih murah jika menyumbang ,mengapa lebih murah karna 2 euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika",1,murah menyumbang murah euro upaya produksi pakaian beretika,karna lebih murah jika menyumbang mengapa lebih murah karna euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,21,8,20,5.904761904761905,6.5,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,11,5,karna lebih murah jika menyumbang mengapa lebih murah karna euro tersebut sebagai upaya untuk membuat
TRB166,Sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.,1,upaya produksi pakaian beretika,sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,9,4,9,6.666666666666667,7.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,3,sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika 0 0 0 0 0 0
TRB167,karena yang harus di produksi setiap tahun,0,produksi,karena yang harus produksi setiap tahun,7,1,6,5.142857142857143,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1,karena yang harus produksi setiap tahun 0 0 0 0 0 0 0 0 0
TRB168,Karena mereka merasa kasihan kepada kondisi di pabriknya yang mungkin tidak bersih atau mungkin mesinnya tidak lengkap dan merasa kasihan kepada pegawainya yang mendapatkan gaji kurang dari yang ditetapkan.,1,kasihan kondisi pabriknya bersih mesinnya lengkap kasihan pegawainya gaji ditetapkan,karena mereka merasa kasihan kepada kondisi pabriknya yang mungkin tidak bersih atau mungkin mesinnya tidak lengkap merasa kasihan kepada pegawainya yang mendapatkan gaji kurang dari yang ditetapkan,29,10,27,6.137931034482759,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,19,1,karena mereka merasa kasihan kepada kondisi pabriknya yang mungkin tidak bersih atau mungkin mesinnya tidak
TRB169,karena kalo menyumbang akan dapat pahala,1,kalo menyumbang pahala,karena kalo menyumbang akan dapat pahala,6,3,6,5.833333333333333,6.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,2,karena kalo menyumbang akan dapat pahala 0 0 0 0 0 0 0 0 0
TRB170,"mungkin pakaian itu tidak bagus untuk di pakai lagi.dan mungkin saja pakaian itu tidak muat di pakai oleh orang tersebut,",0,pakaian bagus pakai pakaian muat pakai orang,mungkin pakaian tidak bagus untuk pakai lagi mungkin saja pakaian tidak muat pakai oleh orang tersebut,20,7,16,5.1,5.428571428571429,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,3,mungkin pakaian tidak bagus untuk pakai lagi mungkin saja pakaian tidak muat pakai oleh orang
TRB171,"karena konsumen ingin merubah produsen yang membuat fast fashion ini menjadi lebih baik melihat pabriknya yang terlihat sangat buruk, lagipula hanya dengan memberikan 2 euro saja bukanlah uang yang banyak dan orang pasti tak apa merelakannya.",0,konsumen merubah produsen fast fashion pabriknya buruk lagipula euro uang orang merelakannya,karena konsumen ingin merubah produsen yang membuat fast fashion menjadi lebih baik melihat pabriknya yang terlihat sangat buruk lagipula hanya dengan memberikan euro saja bukanlah uang yang banyak orang pasti merelakannya,36,12,31,5.75,6.75,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,23,2,karena konsumen ingin merubah produsen yang membuat fast fashion menjadi lebih baik melihat pabriknya yang
TRB172,"Menurut saya, kebanyakan orang memilih untuk menyumbang agar pabrik bisa dibenahi dengan menggunakan uang sumbangan mereka. Selain itu mereka ingin memperbaiki kondisi kerja pabrik pakaian yang sangatlah buruk dan sangat tidak sesuai dengan prinsip produksi pakaian yang beretika nomor 1 yaitu 'Memastikan bahwa pekerja mendapatkan upah layak dan kondisi kerja yang baik'.",1,kebanyakan orang memilih menyumbang pabrik dibenahi uang sumbangan memperbaiki kondisi kerja pabrik pakaian buruk sesuai prinsip produksi pakaian beretika nomor pekerja upah layak kondisi kerja,menurut saya kebanyakan orang memilih untuk menyumbang agar pabrik bisa dibenahi dengan menggunakan uang sumbangan mereka selain mereka ingin memperbaiki kondisi kerja pabrik pakaian yang sangatlah buruk sangat tidak sesuai dengan prinsip produksi pakaian yang beretika nomor yaitu memastikan bahwa pekerja mendapatkan upah layak kondisi kerja yang baik,52,25,48,6.173076923076923,6.76,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,22,15,menurut saya kebanyakan orang memilih untuk menyumbang agar pabrik bisa dibenahi dengan menggunakan uang sumbangan
TRB173,karena untuk membantu sebagian konsumen,0,membantu konsumen,karena untuk membantu sebagian konsumen,5,2,5,7.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,karena untuk membantu sebagian konsumen 0 0 0 0 0 0 0 0 0 0
TRB174,karena menyumbang lebih baik daripada menerima,1,menyumbang menerima,karena menyumbang lebih baik daripada menerima,6,2,6,6.833333333333333,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,karena menyumbang lebih baik daripada menerima 0 0 0 0 0 0 0 0 0
TRB175,"karena lebih bermanfaat, dari pada diabuang dan tidak ada yang menggunakan",1,bermanfaat diabuang,karena lebih bermanfaat dari pada diabuang tidak yang menggunakan,11,2,9,5.818181818181818,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,karena lebih bermanfaat dari pada diabuang tidak yang menggunakan 0 0 0 0 0 0
TRB176,karna gambarnya tidak cocok dengan warna kaus baju,0,gambarnya cocok warna kaus baju,karna gambarnya tidak cocok dengan warna kaus baju,8,5,8,5.375,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,karna gambarnya tidak cocok dengan warna kaus baju 0 0 0 0 0 0 0
TRB177,Karena kita juga makhluk sosial harus tolong menolong jadi kita pantas menyumbang kepada orang yang ada dibawah kita,0,makhluk sosial tolong menolong menyumbang orang dibawah,karena kita juga makhluk sosial harus tolong menolong jadi kita pantas menyumbang kepada orang yang dibawah kita,18,7,17,5.5,7.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,11,2,karena kita juga makhluk sosial harus tolong menolong jadi kita pantas menyumbang kepada orang yang
TRB178,karena dengan menyumbang para konsumen dapat membantu para pekerja,1,menyumbang konsumen membantu pekerja,karena dengan menyumbang para konsumen dapat membantu para pekerja,9,4,9,6.444444444444445,8.25,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,5,4,karena dengan menyumbang para konsumen dapat membantu para pekerja 0 0 0 0 0 0
TRB179,Karena dengan menyumbang akan membantu proses produksi yang lebih bagus lagi maka akan banyak konsumen nantinya yang akan membeli produk tersebut,1,menyumbang membantu proses produksi bagus konsumen membeli produk,karena dengan menyumbang akan membantu proses produksi yang lebih bagus lagi maka akan banyak konsumen nantinya yang akan membeli produk tersebut,21,8,21,5.9523809523809526,7.25,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,13,4,karena dengan menyumbang akan membantu proses produksi yang lebih bagus lagi maka akan banyak konsumen
TRB180,produksi pakaian menjadi lebih beretika.,1,produksi pakaian beretika,produksi pakaian menjadi lebih beretika,5,3,5,7.2,7.666666666666667,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,produksi pakaian menjadi lebih beretika 0 0 0 0 0 0 0 0 0 0
TRB181,lebih baik menyumbang,0,menyumbang,lebih baik menyumbang,3,1,3,6.333333333333333,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,lebih baik menyumbang 0 0 0 0 0 0 0 0 0 0 0 0
TRB182,akaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru. Fas,0,akaian pakaian murah bertahan konsumen cepat menggantinya mode terbaru fas,akaian pakaian biasanya murah tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru,17,10,15,6.470588235294118,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,1,akaian pakaian biasanya murah tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru
TRB183,karena dia ingin pakaian mereka beretika,0,pakaian beretika,karena ingin pakaian mereka beretika,6,2,5,5.833333333333333,7.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,2,karena ingin pakaian mereka beretika 0 0 0 0 0 0 0 0 0 0
TRB184,karena dia akan membuat produksi pakaian yang beretika maka dia akan menyumbangknnya,1,produksi pakaian beretika menyumbangknnya,karena akan membuat produksi pakaian yang beretika maka akan menyumbangknnya,12,4,10,6.083333333333333,9.5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,8,3,karena akan membuat produksi pakaian yang beretika maka akan menyumbangknnya 0 0 0 0 0
TRB185,upaya untuk membuat produksi pakaian menjadi lebih beretika,0,upaya produksi pakaian beretika,upaya untuk membuat produksi pakaian menjadi lebih beretika,8,4,8,6.5,7.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,4,upaya untuk membuat produksi pakaian menjadi lebih beretika 0 0 0 0 0 0 0
TRB186,karna menyambung lebih gampang dari memputus,0,menyambung gampang memputus,karna menyambung lebih gampang dari memputus,6,3,6,6.5,8.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,karna menyambung lebih gampang dari memputus 0 0 0 0 0 0 0 0 0
TRB187,"menurut saya, kebanyakan orang memilih menyumbangkan bajunya dikarenakan baju itu sudah tidak muat lagi, merasa tidak nyaman lagi",0,kebanyakan orang memilih menyumbangkan bajunya baju muat nyaman,menurut saya kebanyakan orang memilih menyumbangkan bajunya dikarenakan baju sudah tidak muat lagi merasa tidak nyaman lagi,18,8,17,6.222222222222222,7.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,2,menurut saya kebanyakan orang memilih menyumbangkan bajunya dikarenakan baju sudah tidak muat lagi merasa tidak
TRB188,karena mereka melihat kondisi kerja di sebuah pabrik pakaian,1,kondisi kerja pabrik pakaian,karena mereka melihat kondisi kerja sebuah pabrik pakaian,9,4,8,5.777777777777778,6.25,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,5,4,karena mereka melihat kondisi kerja sebuah pabrik pakaian 0 0 0 0 0 0 0
TRB189,karena dengan cara menyumbang pakaian kita menjadi lebih beretika,0,menyumbang pakaian beretika,karena dengan cara menyumbang pakaian kita menjadi lebih beretika,9,3,9,6.333333333333333,8.333333333333334,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,6,3,karena dengan cara menyumbang pakaian kita menjadi lebih beretika 0 0 0 0 0 0
TRB190,itu dapat barang dari konsumen itu dapat terjual juga.,0,barang konsumen terjual,dapat barang dari konsumen dapat terjual juga,9,3,7,5.111111111111111,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,dapat barang dari konsumen dapat terjual juga 0 0 0 0 0 0 0 0
TRB191,karena mendapatkan pahala,0,pahala,karena mendapatkan pahala,3,1,3,7.666666666666667,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,karena mendapatkan pahala 0 0 0 0 0 0 0 0 0 0 0 0
TRB192,karena pakaian itu bisa dipakai dan pakaian nya pun beretika,1,pakaian dipakai pakaian beretika,karena pakaian bisa dipakai pakaian beretika,10,4,6,5.1,7.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,3,karena pakaian bisa dipakai pakaian beretika 0 0 0 0 0 0 0 0 0
TRB193,karena untuk membantu proses perbaikan sebuah pabrik agar terlihat lebih layak dan produksi pakaian menjadi lebih beretika,1,membantu proses perbaikan pabrik layak produksi pakaian beretika,karena untuk membantu proses perbaikan sebuah pabrik agar terlihat lebih layak produksi pakaian menjadi lebih beretika,17,8,16,6.235294117647059,7.125,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,9,6,karena untuk membantu proses perbaikan sebuah pabrik agar terlihat lebih layak produksi pakaian menjadi lebih
